id,subject,grade,sourceType,sourceId,lessonId,title,text,profileId,voice,localOutputPath,r2ObjectKey,rawInstanceCount,lessonIds,warning
eng6-p2b-opt-00364,english,6,question-option,natural-wonders-of-viet-nam-4e77c239,15,Natural Wonders of Viet Nam,Natural Wonders of Viet Nam,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\natural-wonders-of-viet-nam-4e77c239.mp3,audio/tts/assets/en-v1/question-option/natural-wonders-of-viet-nam-4e77c239.mp3,3,15|30|36,
eng6-p2b-opt-00365,english,6,question-option,yes-i-have-9809ecab,15,"Yes, I have.","Yes, I have.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\yes-i-have-9809ecab.mp3,audio/tts/assets/en-v1/question-option/yes-i-have-9809ecab.mp3,4,15|18|27|30,
eng6-p2b-opt-00366,english,6,question-option,it-is-fansipan-1bba1c46,15,It is Fansipan.,It is Fansipan.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\it-is-fansipan-1bba1c46.mp3,audio/tts/assets/en-v1/question-option/it-is-fansipan-1bba1c46.mp3,2,15,
eng6-p2b-opt-00367,english,6,question-option,doctor-robot-3ee5e59e,15,doctor robot,doctor robot,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\doctor-robot-3ee5e59e.mp3,audio/tts/assets/en-v1/question-option/doctor-robot-3ee5e59e.mp3,5,15|24|33|34|36,
eng6-p2b-opt-00368,english,6,question-option,badminton-319ed47d,15,badminton,badminton,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\badminton-319ed47d.mp3,audio/tts/assets/en-v1/question-option/badminton-319ed47d.mp3,5,15|22,
eng6-p2b-opt-00369,english,6,question-option,lift-34529250,15,lift,lift,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\lift-34529250.mp3,audio/tts/assets/en-v1/question-option/lift-34529250.mp3,2,15|34,
eng6-p2b-opt-00370,english,6,question-option,postcard-fb858795,15,postcard,postcard,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\postcard-fb858795.mp3,audio/tts/assets/en-v1/question-option/postcard-fb858795.mp3,6,15|21|25|30,
eng6-p2b-opt-00371,english,6,question-option,educational-1ea8598c,15,educational,educational,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\educational-1ea8598c.mp3,audio/tts/assets/en-v1/question-option/educational-1ea8598c.mp3,4,15|18|19|21,
eng6-p2b-opt-00372,english,6,question-option,ancient-9cd05fe3,15,ancient,ancient,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\ancient-9cd05fe3.mp3,audio/tts/assets/en-v1/question-option/ancient-9cd05fe3.mp3,5,15|25,
eng6-p2b-opt-00373,english,6,question-option,rubbish-f59d18f0,15,rubbish,rubbish,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\rubbish-f59d18f0.mp3,audio/tts/assets/en-v1/question-option/rubbish-f59d18f0.mp3,5,15|21|31|33,
eng6-p2b-opt-00374,english,6,question-option,teaching-robot-5fc1ab62,15,teaching robot,teaching robot,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\teaching-robot-5fc1ab62.mp3,audio/tts/assets/en-v1/question-option/teaching-robot-5fc1ab62.mp3,5,15|24|27|34,
eng6-p2b-opt-00375,english,6,question-option,game-show-75b24908,15,game show,game show,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\game-show-75b24908.mp3,audio/tts/assets/en-v1/question-option/game-show-75b24908.mp3,6,15|19|21|27|33,
eng6-p2b-opt-00376,english,6,question-option,hoa-mai-89439896,16,hoa mai,hoa mai,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\hoa-mai-89439896.mp3,audio/tts/assets/en-v1/question-option/hoa-mai-89439896.mp3,2,16,
eng6-p2b-opt-00377,english,6,question-option,celebrate-00bf8356,16,celebrate,celebrate,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\celebrate-00bf8356.mp3,audio/tts/assets/en-v1/question-option/celebrate-00bf8356.mp3,2,16|18,
eng6-p2b-opt-00378,english,6,question-option,clean-the-house-ad234b19,16,clean the house,clean the house,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\clean-the-house-ad234b19.mp3,audio/tts/assets/en-v1/question-option/clean-the-house-ad234b19.mp3,6,16|24,
eng6-p2b-opt-00379,english,6,question-option,tradition-33f6850b,16,tradition,tradition,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\tradition-33f6850b.mp3,audio/tts/assets/en-v1/question-option/tradition-33f6850b.mp3,4,16|33,
eng6-p2b-opt-00380,english,6,question-option,lucky-money-d46530d7,16,lucky money,lucky money,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\lucky-money-d46530d7.mp3,audio/tts/assets/en-v1/question-option/lucky-money-d46530d7.mp3,5,16|18|27,
eng6-p2b-opt-00381,english,6,question-option,peach-blossom-beadb893,16,peach blossom,peach blossom,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\peach-blossom-beadb893.mp3,audio/tts/assets/en-v1/question-option/peach-blossom-beadb893.mp3,3,16|18,
eng6-p2b-opt-00382,english,6,question-option,apricot-blossom-f7c85ae4,16,apricot blossom,apricot blossom,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\apricot-blossom-f7c85ae4.mp3,audio/tts/assets/en-v1/question-option/apricot-blossom-f7c85ae4.mp3,3,16,
eng6-p2b-opt-00383,english,6,question-option,family-gathering-2993f14c,16,family gathering,family gathering,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\family-gathering-2993f14c.mp3,audio/tts/assets/en-v1/question-option/family-gathering-2993f14c.mp3,7,16|18|24|36,
eng6-p2b-opt-00384,english,6,question-option,wish-e667807a,16,wish,wish,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\wish-e667807a.mp3,audio/tts/assets/en-v1/question-option/wish-e667807a.mp3,4,16|18,
eng6-p2b-opt-00385,english,6,question-option,apricot-blossom-is-always-a-verb-109d5439,16,'apricot blossom' is always a verb.,'apricot blossom' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\apricot-blossom-is-always-a-verb-109d5439.mp3,audio/tts/assets/en-v1/question-option/apricot-blossom-is-always-a-verb-109d5439.mp3,1,16,
eng6-p2b-opt-00386,english,6,question-option,i-can-use-apricot-blossom-in-the-topic-tet-celebrations-and-traditions-6af28bcb,16,"I can use 'apricot blossom' in the topic: Tet, celebrations and traditions.","I can use 'apricot blossom' in the topic: Tet, celebrations and traditions.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-apricot-blossom-in-the-topic-tet-celebrations-and-traditions-6af28bcb.mp3,audio/tts/assets/en-v1/question-option/i-can-use-apricot-blossom-in-the-topic-tet-celebrations-and-traditions-6af28bcb.mp3,1,16,
eng6-p2b-opt-00387,english,6,question-option,apricot-blossom-is-a-number-only-9c09cf76,16,'apricot blossom' is a number only.,'apricot blossom' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\apricot-blossom-is-a-number-only-9c09cf76.mp3,audio/tts/assets/en-v1/question-option/apricot-blossom-is-a-number-only-9c09cf76.mp3,1,16,
eng6-p2b-opt-00388,english,6,question-option,apricot-blossom-is-not-related-to-this-unit-717c7e3b,16,'apricot blossom' is not related to this unit.,'apricot blossom' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\apricot-blossom-is-not-related-to-this-unit-717c7e3b.mp3,audio/tts/assets/en-v1/question-option/apricot-blossom-is-not-related-to-this-unit-717c7e3b.mp3,1,16,
eng6-p2b-opt-00389,english,6,question-option,do-729012e0,17,do,do,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\do-729012e0.mp3,audio/tts/assets/en-v1/question-option/do-729012e0.mp3,6,17,
eng6-p2b-opt-00390,english,6,question-option,should-580715f6,17,should,should,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\should-580715f6.mp3,audio/tts/assets/en-v1/question-option/should-580715f6.mp3,12,17,
eng6-p2b-opt-00391,english,6,question-option,some-f25cbb75,17,some,some,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\some-f25cbb75.mp3,audio/tts/assets/en-v1/question-option/some-f25cbb75.mp3,18,17|32,
eng6-p2b-opt-00392,english,6,question-option,an-918377ba,17,an,an,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\an-918377ba.mp3,audio/tts/assets/en-v1/question-option/an-918377ba.mp3,18,17|32,
eng6-p2b-opt-00393,english,6,question-option,any-d4f587f9,17,any,any,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\any-d4f587f9.mp3,audio/tts/assets/en-v1/question-option/any-d4f587f9.mp3,12,17,
eng6-p2b-opt-00394,english,6,question-option,a-7dbee5f0,17,a,a,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\a-7dbee5f0.mp3,audio/tts/assets/en-v1/question-option/a-7dbee5f0.mp3,18,17|32,
eng6-p2b-opt-00395,english,6,question-option,i-might-live-by-the-sea-dd3b9a12,18,I might live by the sea.,I might live by the sea.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-might-live-by-the-sea-dd3b9a12.mp3,audio/tts/assets/en-v1/question-option/i-might-live-by-the-sea-dd3b9a12.mp3,4,18|21|30|36,
eng6-p2b-opt-00396,english,6,question-option,no-we-shouldnt-3c91ac24,18,"No, we shouldn't.","No, we shouldn't.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\no-we-shouldnt-3c91ac24.mp3,audio/tts/assets/en-v1/question-option/no-we-shouldnt-3c91ac24.mp3,2,18|27,
eng6-p2b-opt-00397,english,6,question-option,yes-i-have-some-f4d01bcd,18,"Yes, I have some.","Yes, I have some.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\yes-i-have-some-f4d01bcd.mp3,audio/tts/assets/en-v1/question-option/yes-i-have-some-f4d01bcd.mp3,2,18|30,
eng6-p2b-opt-00398,english,6,question-option,crowded-f2fcacfb,18,crowded,crowded,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\crowded-f2fcacfb.mp3,audio/tts/assets/en-v1/question-option/crowded-f2fcacfb.mp3,5,18|25|27,
eng6-p2b-opt-00399,english,6,question-option,programme-16ee71b1,18,programme,programme,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\programme-16ee71b1.mp3,audio/tts/assets/en-v1/question-option/programme-16ee71b1.mp3,6,18|19|21|24,
eng6-p2b-opt-00400,english,6,question-option,river-d90d3e85,18,river,river,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\river-d90d3e85.mp3,audio/tts/assets/en-v1/question-option/river-d90d3e85.mp3,5,18|25|27|30|33,
eng6-p2b-opt-00401,english,6,question-option,entertaining-69bd7bdb,19,entertaining,entertaining,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\entertaining-69bd7bdb.mp3,audio/tts/assets/en-v1/question-option/entertaining-69bd7bdb.mp3,4,19|24,
eng6-p2b-opt-00402,english,6,question-option,channel-fed7f8b8,19,channel,channel,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\channel-fed7f8b8.mp3,audio/tts/assets/en-v1/question-option/channel-fed7f8b8.mp3,3,19|27,
eng6-p2b-opt-00403,english,6,question-option,documentary-7e3bea26,19,documentary,documentary,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\documentary-7e3bea26.mp3,audio/tts/assets/en-v1/question-option/documentary-7e3bea26.mp3,2,19,
eng6-p2b-opt-00404,english,6,question-option,channel-is-always-a-verb-db7b8f5d,19,'channel' is always a verb.,'channel' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\channel-is-always-a-verb-db7b8f5d.mp3,audio/tts/assets/en-v1/question-option/channel-is-always-a-verb-db7b8f5d.mp3,1,19,
eng6-p2b-opt-00405,english,6,question-option,channel-is-not-related-to-this-unit-c19031c7,19,'channel' is not related to this unit.,'channel' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\channel-is-not-related-to-this-unit-c19031c7.mp3,audio/tts/assets/en-v1/question-option/channel-is-not-related-to-this-unit-c19031c7.mp3,1,19,
eng6-p2b-opt-00406,english,6,question-option,i-can-use-channel-in-the-topic-tv-programmes-and-viewing-habits-979eb357,19,I can use 'channel' in the topic: TV programmes and viewing habits.,I can use 'channel' in the topic: TV programmes and viewing habits.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-channel-in-the-topic-tv-programmes-and-viewing-habits-979eb357.mp3,audio/tts/assets/en-v1/question-option/i-can-use-channel-in-the-topic-tv-programmes-and-viewing-habits-979eb357.mp3,1,19,
eng6-p2b-opt-00407,english,6,question-option,channel-is-a-number-only-6e762e42,19,'channel' is a number only.,'channel' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\channel-is-a-number-only-6e762e42.mp3,audio/tts/assets/en-v1/question-option/channel-is-a-number-only-6e762e42.mp3,1,19,
eng6-p2b-opt-00408,english,6,question-option,when-75ee456d,20,When,When,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\when-75ee456d.mp3,audio/tts/assets/en-v1/question-option/when-75ee456d.mp3,12,20,
eng6-p2b-opt-00409,english,6,question-option,where-cdd1b974,20,Where,Where,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\where-cdd1b974.mp3,audio/tts/assets/en-v1/question-option/where-cdd1b974.mp3,12,20,
eng6-p2b-opt-00410,english,6,question-option,why-9d210f75,20,Why,Why,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\why-9d210f75.mp3,audio/tts/assets/en-v1/question-option/why-9d210f75.mp3,12,20,
eng6-p2b-opt-00411,english,6,question-option,who-8720ecd3,20,Who,Who,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\who-8720ecd3.mp3,audio/tts/assets/en-v1/question-option/who-8720ecd3.mp3,12,20,
eng6-p2b-opt-00412,english,6,question-option,because-297072e7,20,because,because,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\because-297072e7.mp3,audio/tts/assets/en-v1/question-option/because-297072e7.mp3,12,20,
eng6-p2b-opt-00413,english,6,question-option,so-7260b4ab,20,so,so,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\so-7260b4ab.mp3,audio/tts/assets/en-v1/question-option/so-7260b4ab.mp3,12,20,
eng6-p2b-opt-00414,english,6,question-option,and-eff5b27a,20,and,and,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\and-eff5b27a.mp3,audio/tts/assets/en-v1/question-option/and-eff5b27a.mp3,12,20,
eng6-p2b-opt-00415,english,6,question-option,but-13f2da60,20,but,but,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\but-13f2da60.mp3,audio/tts/assets/en-v1/question-option/but-13f2da60.mp3,12,20,
eng6-p2b-opt-00416,english,6,question-option,thua-f7372c13,22,thua,thua,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\thua-f7372c13.mp3,audio/tts/assets/en-v1/question-option/thua-f7372c13.mp3,5,22,
eng6-p2b-opt-00417,english,6,question-option,chess-2bef56ab,22,chess,chess,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\chess-2bef56ab.mp3,audio/tts/assets/en-v1/question-option/chess-2bef56ab.mp3,8,22|24|33|36,
eng6-p2b-opt-00418,english,6,question-option,match-1f3c766a,22,match,match,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\match-1f3c766a.mp3,audio/tts/assets/en-v1/question-option/match-1f3c766a.mp3,4,22|24,
eng6-p2b-opt-00419,english,6,question-option,win-88232cfd,22,win,win,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\win-88232cfd.mp3,audio/tts/assets/en-v1/question-option/win-88232cfd.mp3,9,22|23,
eng6-p2b-opt-00420,english,6,question-option,lose-b7c3f5fc,22,lose,lose,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\lose-b7c3f5fc.mp3,audio/tts/assets/en-v1/question-option/lose-b7c3f5fc.mp3,1,22,
eng6-p2b-opt-00421,english,6,question-option,volleyball-is-not-related-to-this-unit-bac44914,22,'volleyball' is not related to this unit.,'volleyball' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\volleyball-is-not-related-to-this-unit-bac44914.mp3,audio/tts/assets/en-v1/question-option/volleyball-is-not-related-to-this-unit-bac44914.mp3,1,22,
eng6-p2b-opt-00422,english,6,question-option,volleyball-is-a-number-only-c64b932f,22,'volleyball' is a number only.,'volleyball' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\volleyball-is-a-number-only-c64b932f.mp3,audio/tts/assets/en-v1/question-option/volleyball-is-a-number-only-c64b932f.mp3,1,22,
eng6-p2b-opt-00423,english,6,question-option,i-can-use-volleyball-in-the-topic-sports-games-and-healthy-activities-a67989a5,22,"I can use 'volleyball' in the topic: sports, games and healthy activities.","I can use 'volleyball' in the topic: sports, games and healthy activities.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-volleyball-in-the-topic-sports-games-and-healthy-activities-a67989a5.mp3,audio/tts/assets/en-v1/question-option/i-can-use-volleyball-in-the-topic-sports-games-and-healthy-activities-a67989a5.mp3,1,22,
eng6-p2b-opt-00424,english,6,question-option,volleyball-is-always-a-verb-972b6754,22,'volleyball' is always a verb.,'volleyball' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\volleyball-is-always-a-verb-972b6754.mp3,audio/tts/assets/en-v1/question-option/volleyball-is-always-a-verb-972b6754.mp3,1,22,
eng6-p2b-opt-00425,english,6,question-option,are-playing-2009848f,23,are playing,are playing,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\are-playing-2009848f.mp3,audio/tts/assets/en-v1/question-option/are-playing-2009848f.mp3,6,23,
eng6-p2b-opt-00426,english,6,question-option,won-8827aa2b,23,won,won,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\won-8827aa2b.mp3,audio/tts/assets/en-v1/question-option/won-8827aa2b.mp3,6,23,
eng6-p2b-opt-00427,english,6,question-option,wins-dd5f238a,23,wins,wins,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\wins-dd5f238a.mp3,audio/tts/assets/en-v1/question-option/wins-dd5f238a.mp3,6,23,
eng6-p2b-opt-00428,english,6,question-option,is-winning-bcb00c01,23,is winning,is winning,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\is-winning-bcb00c01.mp3,audio/tts/assets/en-v1/question-option/is-winning-bcb00c01.mp3,6,23,
eng6-p2b-opt-00429,english,6,question-option,no-72a9aac6,23,No,No,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\no-72a9aac6.mp3,audio/tts/assets/en-v1/question-option/no-72a9aac6.mp3,6,23,
eng6-p2b-opt-00430,english,6,question-option,not-3317b636,23,Not,Not,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\not-3317b636.mp3,audio/tts/assets/en-v1/question-option/not-3317b636.mp3,6,23,
eng6-p2b-opt-00431,english,6,question-option,stands-5e111704,23,Stands,Stands,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\stands-5e111704.mp3,audio/tts/assets/en-v1/question-option/stands-5e111704.mp3,6,23,
eng6-p2b-opt-00432,english,6,question-option,stand-58e5ff1f,23,Stand,Stand,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\stand-58e5ff1f.mp3,audio/tts/assets/en-v1/question-option/stand-58e5ff1f.mp3,6,23,
eng6-p2b-opt-00433,english,6,question-option,standing-8fcea099,23,Standing,Standing,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\standing-8fcea099.mp3,audio/tts/assets/en-v1/question-option/standing-8fcea099.mp3,6,23,
eng6-p2b-opt-00434,english,6,question-option,stood-5ff48788,23,Stood,Stood,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\stood-5ff48788.mp3,audio/tts/assets/en-v1/question-option/stood-5ff48788.mp3,6,23,
eng6-p2b-opt-00435,english,6,question-option,our-team-won-7f70cd6c,24,Our team won.,Our team won.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\our-team-won-7f70cd6c.mp3,audio/tts/assets/en-v1/question-option/our-team-won-7f70cd6c.mp3,3,24|33,
eng6-p2b-opt-00436,english,6,question-option,appliance-c1fbbf50,24,appliance,appliance,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\appliance-c1fbbf50.mp3,audio/tts/assets/en-v1/question-option/appliance-c1fbbf50.mp3,6,24|28|30,
eng6-p2b-opt-00437,english,6,question-option,motorhome-50e21879,24,motorhome,motorhome,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\motorhome-50e21879.mp3,audio/tts/assets/en-v1/question-option/motorhome-50e21879.mp3,3,24|28,
eng6-p2b-opt-00438,english,6,question-option,future-abe8ce7a,24,future,future,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\future-abe8ce7a.mp3,audio/tts/assets/en-v1/question-option/future-abe8ce7a.mp3,6,24|28|36,
eng6-p2b-opt-00439,english,6,question-option,exciting-864a4f70,24,exciting,exciting,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\exciting-864a4f70.mp3,audio/tts/assets/en-v1/question-option/exciting-864a4f70.mp3,3,24|25|36,
eng6-p2b-opt-00440,english,6,question-option,tham-quan-b763f504,25,tham quan,tham quan,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\tham-quan-b763f504.mp3,audio/tts/assets/en-v1/question-option/tham-quan-b763f504.mp3,5,25,
eng6-p2b-opt-00441,english,6,question-option,ancient-is-a-number-only-8c37177b,25,'ancient' is a number only.,'ancient' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\ancient-is-a-number-only-8c37177b.mp3,audio/tts/assets/en-v1/question-option/ancient-is-a-number-only-8c37177b.mp3,1,25,
eng6-p2b-opt-00442,english,6,question-option,ancient-is-not-related-to-this-unit-c44fa110,25,'ancient' is not related to this unit.,'ancient' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\ancient-is-not-related-to-this-unit-c44fa110.mp3,audio/tts/assets/en-v1/question-option/ancient-is-not-related-to-this-unit-c44fa110.mp3,1,25,
eng6-p2b-opt-00443,english,6,question-option,ancient-is-always-a-verb-183a0648,25,'ancient' is always a verb.,'ancient' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\ancient-is-always-a-verb-183a0648.mp3,audio/tts/assets/en-v1/question-option/ancient-is-always-a-verb-183a0648.mp3,1,25,
eng6-p2b-opt-00444,english,6,question-option,i-can-use-ancient-in-the-topic-cities-landmarks-and-travel-experiences-9cc28ade,25,"I can use 'ancient' in the topic: cities, landmarks and travel experiences.","I can use 'ancient' in the topic: cities, landmarks and travel experiences.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-ancient-in-the-topic-cities-landmarks-and-travel-experiences-9cc28ade.mp3,audio/tts/assets/en-v1/question-option/i-can-use-ancient-in-the-topic-cities-landmarks-and-travel-experiences-9cc28ade.mp3,1,25,
eng6-p2b-opt-00445,english,6,question-option,was-9b0fc32e,26,was,was,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\was-9b0fc32e.mp3,audio/tts/assets/en-v1/question-option/was-9b0fc32e.mp3,30,26|29|32,
eng6-p2b-opt-00446,english,6,question-option,my-84a17857,26,my,my,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\my-84a17857.mp3,audio/tts/assets/en-v1/question-option/my-84a17857.mp3,6,26,
eng6-p2b-opt-00447,english,6,question-option,me-88a17ea3,26,me,me,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\me-88a17ea3.mp3,audio/tts/assets/en-v1/question-option/me-88a17ea3.mp3,6,26,
